"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","10.11","Childhood Diseases - Diarrhoea","M10 [Number of cases of Childhood Diseases (0-5 years)]","38","NA","38","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","10.13","Children admitted with Respiratory Infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","1170","NA","1170","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.1.2.a","RDT conducted for Malaria","M11 [NVBDCP]","1965","NA","1903","62"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","12.1.1.a","Girls registered in AFHC","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","12.1.1.b","Boys registered in AFHC","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","42","NA","42","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","11","NA","11","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","391","NA","391","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","443","NA","443","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","2","NA","2","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","499","NA","499","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.8","Outpatient - Dental","M14 [Patient Services]","234","NA","234","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.1.9","Outpatient - Oncology","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","16063","NA","15478","585"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","179","NA","179","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.3.1.a","Inpatient (Male) - Children < 18 years","M14 [Patient Services]","248","NA","248","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","104","NA","104","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.3.2.a","Inpatient (Female) - Children < 18 years","M14 [Patient Services]","98","NA","98","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","621","NA","621","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.1","Inpatient - Malaria","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.2","Inpatient - Dengue","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","14","NA","14","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","25","NA","25","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.5","Patients registered at Emergency Department","M14 [Patient Services]","26","NA","26","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","19","NA","19","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.6.2","Emergency - Burn","M14 [Patient Services]","2","NA","2","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","7","NA","7","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","5","NA","5","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.8.6","Number of blood units issued","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.8.7","Number of blood transfusions done","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.9.2","Inpatient Deaths - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","496","NA","496","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.12.4","Outborn - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","249","NA","243","6"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","2156","NA","2156","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","1877","NA","1738","139"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","7","NA","7","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.1.a","Male HIV - Number Tested (by finger prick test)","M15 [Laboratory Testing]","45","NA","45","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.2.a","Female Non ANC HIV - Number Tested (by finger prick test)","M15 [Laboratory Testing]","7","NA","7","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.3.a","Number of pregnant women screened for HIV (by finger prick test)","M15 [Laboratory Testing]","350","NA","350","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.3.b","Out of the above, number screened positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.4.b","Number of Male STI/RTI attendeees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.4.c","Number of Female(Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.3.4.d","Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","466","NA","466","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","460","NA","460","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.1","Number of PW given TT1/ Td1","M1 [Ante Natal Care (ANC)]","390","NA","390","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.2","Number of PW given TT2 / Td2","M1 [Ante Natal Care (ANC)]","357","NA","357","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.3","Number of PW given TT Booster/ Td Booster","M1 [Ante Natal Care (ANC)]","69","NA","69","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.4","Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","363","NA","363","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.5","Number of PW provided full Course 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","354","NA","354","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.6","Number of PW given one Albendazole tablet after 1st trimester","M1 [Ante Natal Care (ANC)]","359","NA","359","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","278","NA","278","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.2.8","Number of PW given ANC Corticosteroids in Pre Term Labour","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","344","NA","311","33"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.4.2","Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","450","NA","370","80"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.4.3","Number of PW having Hb level<7 (out of total tested cases)","M1 [Ante Natal Care (ANC)]","14","NA","14","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.4.4","Number of PW having severe anaemia (Hb < 7) treated","M1 [Ante Natal Care (ANC)]","14","NA","14","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.5.1","Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","30","NA","NA","30"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.6.1.b","Out of above,number of PW found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.6.2.a","Number of pregnant women tested for Syphilis","M1 [Ante Natal Care (ANC)]","80","NA","48","32"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.6.2.c","Number of syphilis positive pregnanat women treated for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.6.2.d","Number of babies daignosed with Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","1.6.2.e","Number of babies treated for Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife)","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","209","NA","187","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","321","NA","321","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.1.1.a","Live Birth - Male","M4 [Pregnancy outcome & details of new-born]","123","NA","111","12"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","83","NA","73","10"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.1.2","Number of Pre term newborns (< 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","52","NA","52","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","2","NA","2","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.3.2.b","Post Abortion/ MTP Complications Treated","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","206","NA","184","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","16","NA","14","2"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","206","NA","184","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","6","NA","6","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","6.1","Women receiving 1st post partum checkups within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","270","NA","248","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","6.4","Number of mothers provided full course of 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","181","NA","159","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","7.1.2","New RTI/STI cases identified - Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.2.1","Number of Laparoscopic sterilizations (excluding post abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","28","NA","28","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","21","NA","21","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.6","Number of IUCD Removals","M8 [Family Planning]","22","NA","22","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","15","NA","9","6"
